Post iD,Title,Report Year,Status,Year Cancelled,Date of Last Event,Litigation,Litigation Venue,State,County,County ID,Municipality,Type,Capacity,Area,Content,Citations,State_List
2252,Lone Oak Solar (Madison County),2025,Pending,,2019,Yes,State,IN,Madison County,18095,,Solar,120.0,,"In May 2019, the Madison County Board of Zoning Appeals approved a 120-MW solar project proposed by Invenergy, issuing a special use permit that required construction to be completed. Residents filed a civil lawsuit challenging the approval, citing concern about property values and specific members of the Board of Zoning Appeals. The Indiana Court of Appeals upheld the decision of the Madison Circuit Court that there was sufficient evidence to support the approval of the original and secondary special use applications concerning the project. The Indiana Supreme Court declined to take the appeal. However, when the developers requested that Madison County allow additional time to complete construction in light of the pandemic, supply chain issues, and litigation from project opponents, the County refused, and the developer sued.","Ken de la Bastide, Indiana Supreme Court Won’t Consider Lawsuit Against Lone Oak Solar, The Herald Bulletin, Nov. 11, 2021, https://www.heraldbulletin.com/news/local_news/indiana-supreme-court-wont-consider-lawsuit-against-lone-oak-solar/article_6cae63c0-42fe-11ec-b0c5-63e05883d814.html; Burton v. Bd. of Zoning Appeals of Madison Cty., 174 N.E.3d 202 (Ind. Ct. App. June 21, 2021); Ken de la Bastide, Lone Oak Takes Solar Farm Dispute to State Commission, The Herald Bulletin, Jan. 9, 2023, https://www.tribstar.com/indiana/news/lone-oak-takes-solar-farm-dispute-to-state-commission/article_b2d2bb0c-5f90-5ebc-b884-d11cc36ac51e.html",['IN']
2253,Malden Solar (Porter County),2025,Canceled,2023.0,2023,No,,IN,Porter County,18127,,Solar,200.0,1400.0,"In August 2023, the Porter County Department of Development & Storm Water Management rejected as incomplete a zoning application for NextEra's proposed 1,400-acre, 200-MW Malden Solar Project. The project has faced opposition from a local organization called Citizens Against Malden Solar, which delivered a petition with 2,472 signatures to the Porter County Plan Commission and the Board of County Commissioners in March 2023.","Michael Gallenberger, Porter County solar farm application rejected as incomplete but frustration continues to grow, Lakeshore Public Media, Aug. 22, 2023, https://www.lakeshorepublicmedia.org/local-news/2023-08-22/porter-county-solar-farm-application-rejected-as-incomplete-but-frustration-continues-to-grow; About, Citizens Against Malden Solar, https://www.citizensagainstmaldensolar.com/about (last visited Oct. 25, 2024); Malden Solar Project Overview, NextEra Energy, https://www.nexteraenergyresources.com/malden-solar/project-overview.html (last visited Oct. 25, 2024).",['IN']
2254,Mammoth Solar Project (Pulaski ad Starke Counties),2025,Unknown,,2024,Yes,State,IN,Pulaski County|Starke County,18131|18149,,Solar,1300.0,13000.0,"Plans for a $1.5 billion, 1,300-MW solar project have encountered opposition from a resident group called Pulaski County Against Solar. Opponents have focused on the amount of agricultural land involved in the 13,000-acre project, which would include 2,600 acres of solar panels. A group of landowners filed a lawsuit to stop the project, alleging that the Pulaski County Board of Zoning Appeals’ decision granting a special exception for the project was improper because the developer’s application was incomplete. On August 24, 2021, the Indiana trial court ruled in favor of the petitioners, and, on September 21, 2022, the Indiana Court of Appeals affirmed. In July 2024, residents proposed a solar moratorium, claiming that the Mammoth project was missing important documents in the permitting process. The Starke County Commission confirmed that the documents were not missing and denied the proposed solar moratorium.","Oliver Milman, ‘It’s got nasty’: the battle to build the US’s biggest solar power farm, The Guardian, Oct. 30, 2022, https://www.theguardian.com/environment/2022/oct/30/its-got-nasty-the-battle-to-build-the-uss-biggest-solar-power-farm; Order, Ehrlich v. Mammoth Solar, Cause No. 66D01-2009-PL-000010 (Pulaski Cnty. Aug. 24, 2021), https://static1.squarespace.com/static/5f5663a3a570ab2acc5b903b/t/61290e88d811544d260883eb/1630080649967/Judge+Hall%27s+Decision+.pdf; Mammoth Solar v. Ehrlich, Case No. 21A-PL-2060 (Ind. Court of Appeals Sept. 21, 2022), https://law.justia.com/cases/indiana/court-of-appeals/2022/21a-pl-02060.html; Starke County officials confirm solar documents not missing, deny moratorium, WSBT, July 15, 2024, https://wsbt.com/news/local/starke-county-solar-moratorium-proposed-missing-documents-found-commissioners-mammoth-nextera-energy-tax-abatement-money-farm-indiana.",['IN']
2255,Meadow Forge Project (Delaware County),2025,Pending,,2022,No,,IN,Delaware County,18035,,Solar,,,"Community members have expressed opposition to the Meadow Forge solar project in Delaware County, Indiana, citing concerns over visual impacts and loss of tax revenues for local schools. On January 3, 2022, an attorney representing the opposition raised concerns about impacts to property values.","David Penticuff, Meadow Forge Solar Farm Hit with Opposition from Residents and Wes-Del Schools, Muncie Star Press, Jan. 3, 2022, https://www.thestarpress.com/story/news/local/2022/01/03/delaware-county-meadow-forge-solar-farm-fought-schools-neighbors/9079915002/",['IN']
2256,Moss Creek Solar (Pulkaski County),2025,Pending,,2023,No,,IN,Pulaski County,18131,,Solar,,,"In October 2022, the Pulaski Superior Court ruled that the Pulaski County Board of Zoning Appeals’ approval of Moss Creek Solar’s application for special exception was arbitrary and capricious, due to the inadequacy of its fire safety plan. The Superior Court reversed the Board of Zoning Appeals’ approval of the permit, a decision that was celebrated by local opposition group Pulaski County Against Solar. But in June 2023, the Court of Appeals of Indiana reversed the Superior Court’s decision, holding that the Board’s decision was not arbitrary or capricious.","Ehrlich v. Moss Creek Solar, LLC, No. 66D01-2110-PL-000012 (Pulaski Sup. Ct. Oct. 7, 2022); Pulaski County Against Solar, NextEra Moss Creek Solar approval reversed on appeal,: Decision, Windaction, Oct. 8, 2022, https://www.windaction.org/posts/54092; Next Era’s Moss Creek Solar Application for Special Exception Reversed by Judge Friedman, Pulaski County Against Solar, Oct. 10, 2022, https://www.pulaskicountyagainstsolar.org/press-release-october-10th; Moss Creek Solar, LLC v. Ehrlich, 213 N.E.3d 1053 (Ind. Ct. App. 2023)",['IN']
2257,Prairie Breeze Wind Farm (Tipton County),2025,Canceled,2014.0,2014,No,,IN,Tipton County,18159,,Wind,150.0,,Juwi Wind withdrew its proposal to construct a 150-MW wind farm in 2014 in Tipton County after the County’s Zoning Board of Appeals restrictions made it essentially impossible to proceed.,"Juwi Wind Abandons Plans for 150MW Prairie Breeze Wind Farm in Tipton Country in BZA-Imposed Impossible Conditions, Indiana DG, July 3, 2014, http://www.indianadg.net/juwi-wind-abandones-plans-for-150-mw-prairie-breeze-wind-farm-in-tipton-county-in-bza-imposed-impossible-conditions/",['IN']
2258,Sculpin Solar Project (Dekalb County),2025,Canceled,2023.0,2023,No,,IN,DeKalb County,18033,,Solar,,,"In October 2023, the Dekalb County Commission rejected a resolution that was necessary for EDF Renewables to move forward with the planned Sculpin Solar Project. A local group called Stop Solar Farms Dekalb County had advocated against the project.","Tom Powell and Evan Harris, Dekalb County Commissioners halt solar-farm plan with Monday’s vote, 21 Alive News, Oct. 30, 2023, https://www.21alivenews.com/2023/10/30/dekalb-county-commissioners-halt-solar-farm-plan-with-mondays-vote/.",['IN']
2259,Swallowtail Solar Project (Bartholomew County),2025,Canceled,2024.0,2024,No,,IN,Bartholomew County,18005,,Solar,200.0,,"On July 22, 2024, the Bartholomew County Board of Zoning Appeals denied a conditional use permit to the 200-MW Swallowtail Solar Project. The project, proposed by Arevon Energy, would have been sited on agricultural land in Clay and Rock Townships. The decision to deny the project was made in a 3-1 vote at the end of a five-hour public meeting. Board members voting against the project cited concerns about impacts to agricultural land","Mark Webber, Swallowtail Solar Project Developers Considering Options After Denial, The Republic, Aug. 3, 2024, https://www.therepublic.com/2024/08/03/swallowtail-solar-project-developers-considering-options-after-denial/.",['IN']
2260,Tamarack Solar Energy Center (Marshall County),2025,Canceled,2024.0,2024,No,,IN,Marshall County,18099,,Solar,150.0,1500.0,"On December 9, 2024, the Marshall County Board of Zoning Appeals rejected plans by Invenergy to construct the 150-MW Tamarack Solar Energy Center, which would occupy 1,500 acres of land in Union Township. Local opponents raised concerns about impacts to community character.","Annie Kate, Marshall County Rejects Solar Plans, ABC57, Dec. 13, 2024, https://www.abc57.com/news/proposed-solar-energy-center-project-rejected-in-marshall-county.",['IN']
2261,"West Fork Wind Energy Project (Henry, Fayette and Rush Counties)",2025,Canceled,2019.0,2019,No,,IN,Henry County|Fayette County|Rush County,18065|18041|18139,,Wind,,,"In 2015, NextEra proposed a 98-turbine wind farm in Rush, Henry, and Fayette Counties. In 2016, the Rush County Board of Zoning Appeals (BZA) imposed onerous requirements on the project, including a 2,640-foot setback requirement from non-participating property lines and a turbine height limit of 200 feet, far shorter than typical commercial wind turbines. By 2019, NextEra had abandoned plans for the Rush and Henry County portions and was considering a smaller 52-turbine project in Fayette County alone.","Bob Hansen, Wind Turbine Project Creeping Forward, Connersville News Examiner, Jan. 11, 2019, https://www.wind-watch.org/news/2019/01/11/wind-turbine-project-creeping-forward/; Bob Hansen, Not sure if wind project still on tap, News Examiner, May 22, 2020, https://www.newsexaminer.com/news/not-sure-if-west-fork-winds-still-blowing/article_bd1dd31d-a172-5361-b826-21fea2881c0a.html; James Sprague, Rush County deals blow to another wind project, Connersville News Examiner, Dec. 16, 2016,https://www.wind-watch.org/news/2016/12/16/rush-county-deals-blow-to-another-wind-project/.",['IN']
2262,Acciona Barton County Solar Project (Barton County),2025,Canceled,2023.0,2024,No,,KS,Barton County,20009,,Solar,300.0,,"Local community members opposed a proposed 300-MW solar project near Cheyenne Bottoms, the largest inland wetland in the United States. Several public hearings attracted large crowds of opposition. The County Commission first approved a moratorium on all commercial-scale solar in May 2023, then in March 2024, the Commission adopted zoning changes that specify a no-build zone within the Cheyenne Bottoms Basin.","Allison Kite, Kansas solar development sparks emotional debate over location near Cheyenne Bottoms, KANSAS REFLECTOR, Mar. 31, 2024, https://kansasreflector.com/2024/03/31/kansas-solar-development-sparks-emotional-debate-over-location-near-cheyenne-bottoms/; BARTON COUNTY, KAN., ZONING REGULATIONS ART. VIII-B (adopted Mar. 29, 2024), https://www.bartoncounty.org/vimages/shared/vnews/stories/65aeb550022f2/Zoning%20-%20Article%20VIII-B%20-%20SECS%20Regulations%20-%20ADOPTED%20-%2003%2029%202024.pdf.",['KS']
2263,Anderson County Wind Farm (Anderson County),2025,Canceled,2015.0,2016,No,,KS,Anderson County,20003,,Wind,200.0,30000.0,"In 2015, Calpine Corporation proposed a 200-MW wind project on 30,000 acres on a ridge in Eastern Anderson County. A group called Landowners Against Windmills organized in opposition. The group argued that the county’s zoning director unlawfully allowed Calpine to construct a 328-foot weather monitoring tower without a special use permit, violating public notice requirements. The tower was subsequently destroyed by vandalism at a loss of $200,000. The project was apparently abandoned. As of February 2023, there are no Calpine projects in Kansas or public plans to build in Anderson County.","Vickie Moss, Kaput? Wind farm company now silent on plan, The Anderson County Review, Oct. 18, 2016, https://garnett-ks.com/161018.pdf; Calpine, Our Fleet, https://www.calpine.com/Operations/Power-Operations/Our-Fleet (last visited Feb. 9, 2023).",['KS']
2264,Argyle Creek Wind Project (Sumner County),2025,Canceled,2017.0,2017,Yes,State,KS,Sumner County,20191,,Wind,150.0,,"In January 2017, nearly 60 residents of Sumner County filed a lawsuit to challenge the county’s approval of a conditional use permit for the 60-turbine, 150-MW Argyle Creek Wind Farm. In September 2017, a judge ruled against the Sumner County Commission, thereby blocking the project.","Judge blocks development of controversial wind farm, KAKE News, Sept. 23, 2017, https://www.kake.com/story/36438011/judge-blocks-development-of-controversial-wind-farm; Lawsuit seeks to stop Sumner County wind farm, Jan. 31, 2017, https://www.kake.com/story/34394307/lawsuit-seeks-to-stop-sumner-county-wind-farm.",['KS']
